SpaceID,BlockFace,MeterType,RateType,RateRange,MeteredTimeLimit,LatLng
SG215,7900 SUNSET BLVD,Single-Space,FLAT,$1.50,1HR,"(34.097929, -118.362474)"
CT491,600 COLLEGE ST,Single-Space,FLAT,$1.00,4HR,"(34.064951, -118.24034)"
WV422,901 TIVERTON AVE,Single-Space,TOD,$1.00 - $3.00,2HR,"(34.062716, -118.442754)"
MM412,5900 6TH ST,Single-Space,FLAT,$1.50,4HR,"(34.064784, -118.357994)"
CB438,1300 LOS ANGELES ST,Single-Space,FLAT,$1.00,2HR,"(34.035284, -118.259588)"
SL387,3300 SUNSET BLVD,Single-Space,FLAT,$1.50,2HR,"(34.087074, -118.275756)"
WU782,901 GRATTAN ST,Single-Space,FLAT,$1.50,2HR,"(34.050159, -118.27246)"
LM661,201 LA BREA AVE,Single-Space,FLAT,$1.50,2HR,"(34.070386, -118.344155)"
VN302,14500 FRIAR ST,Single-Space,FLAT,$1.50,2HR,"(34.185621, -118.45046)"
WA1147,2201 WILSHIRE BLVD,Single-Space,FLAT,$1.50,4HR,"(34.059257, -118.277416)"
VN800,14400 DELANO ST,Single-Space,FLAT,$1.50,2HR,"(34.1826, -118.447199)"
VN400,6300 VESPER AVE,Single-Space,FLAT,$1.50,2HR,"(34.185337, -118.450833)"
MM593,701 GENESEE AVE,Single-Space,FLAT,$1.50,2HR,"(34.061911, -118.359195)"
PB73,5101 PICO BLVD,Single-Space,FLAT,$1.50,2HR,"(34.048219, -118.351056)"
PC108,4300 PICO BLVD,Single-Space,FLAT,$1.50,2HR,"(34.047926, -118.32896)"
56629,10606 SANTA MONICA BLVD,Multi-Space,FLAT,$1.50,2HR,"(34.053159, -118.429874)"
SV524A,6001 SUNSET BLVD,Single-Space,FLAT,$1.00,2HR,"(34.098128, -118.321686)"
VW327,601 NEW HAMPSHIRE AVE,Single-Space,FLAT,$1.50,2HR,"(34.063101, -118.292993)"
C400,400 37TH PL,Single-Space,FLAT,$1.50,4HR,"(34.017186, -118.281918)"
MD553,1300 SAN PABLO ST,Single-Space,FLAT,$1.50,4HR,"(34.059797, -118.204257)"
SV128,1500 SCHRADER BLVD,Single-Space,TOD,$1.00 - $1.50,2HR,"(34.099495, -118.332399)"
WW2647,4001 6TH ST,Single-Space,FLAT,$1.50,1HR,"(34.063603, -118.310749)"
WS28,1600 WESTWOOD BLVD,Single-Space,FLAT,$1.50,2HR,"(34.052271, -118.438983)"
SV814,1300 HIGHLAND AVE,Single-Space,FLAT,$1.00,2HR,"(34.095604, -118.338514)"
WA1306,2201 MIRAMAR ST,Single-Space,FLAT,$1.50,2HR,"(34.064633, -118.273478)"
LC74,901 LA CIENEGA BLVD,Single-Space,FLAT,$1.50,2HR,"(34.088366, -118.376536)"
CB1240,1201 OLIVE ST,Single-Space,FLAT,$1.00,4HR,"(34.039248, -118.262518)"
W33,9900 VICKSBURG AVE,Single-Space,FLAT,$1.50,2HR,"(33.946017, -118.39385)"
WV664,10800 WEYBURN AVE,Single-Space,TOD,$1.00 - $3.00,2HR,"(34.062499, -118.444895)"
WW774,600 MARIPOSA AVE,Single-Space,FLAT,$1.50,15MIN,"(34.06218, -118.299112)"
PM5,10400 NATIONAL BLVD,Single-Space,FLAT,$1.50,1HR,"(34.028833, -118.411264)"
CB3348,400 9TH ST,Single-Space,TOD,$1.50 - $7.00,2HR,"(34.039243, -118.252583)"
CB4112,100 17TH ST,Single-Space,FLAT,$1.00,4HR,"(34.033048, -118.26358)"
VN544,14500 CALVERT ST,Single-Space,FLAT,$1.50,2HR,"(34.181607, -118.44909)"
SVV215A,4600 VERMONT PL,Single-Space,FLAT,$1.50,2HR,"(34.092359, -118.291422)"
PB177,5701 PICO BLVD,Single-Space,FLAT,$1.50,2HR,"(34.05087, -118.362719)"
LC296,8201 BEVERLY BLVD,Single-Space,FLAT,$1.50,2HR,"(34.076175, -118.368558)"
VH74,1800 VERMONT AVE,Single-Space,FLAT,$1.50,2HR,"(34.104218, -118.29168)"
SV695,7001 DE LONGPRE AVE,Single-Space,FLAT,$1.00,2HR,"(34.096206, -118.343322)"
UC181,3500 CAHUENGA BLVD,Single-Space,FLAT,$1.50,2HR,"(34.134044, -118.357915)"
PR547,8501 PICO BLVD,Single-Space,FLAT,$1.50,1HR,"(34.053495, -118.376483)"
LT9,201 BOYD ST,Single-Space,TOD,$1.00 - $4.00,2HR,"(34.047491, -118.24465)"
HW331,5301 HOLLYWOOD BLVD,Single-Space,FLAT,$1.50,1HR,"(34.101832, -118.306339)"
WU902,1700 OLYMPIC BLVD,Single-Space,FLAT,$1.50,2HR,"(34.050045, -118.276379)"
CC1514,1000 2ND ST,Single-Space,FLAT,$1.00,4HR,"(34.057492, -118.254771)"
TZ439,5500 TOPEKA DR,Single-Space,FLAT,$1.50,2HR,"(34.17221, -118.54652)"
SS47,11401 SANTA MONICA BLVD,Single-Space,FLAT,$1.50,1HR,"(34.045848, -118.451135)"
CP277,7100 OWENSMOUTH AVE,Single-Space,FLAT,$1.50,2HR,"(34.199691, -118.601462)"
CC546,301 HILL ST,Single-Space,FLAT,$6.00,4HR,"(34.050781, -118.250084)"
VN802,14400 DELANO ST,Single-Space,FLAT,$1.50,2HR,"(34.182601, -118.447048)"
SL87,2200 HYPERION AVE,Single-Space,FLAT,$1.50,4HR,"(34.100402, -118.273187)"
VS77,4600 SUNSET BLVD,Single-Space,FLAT,$1.50,1HR,"(34.098044, -118.290351)"
WW1926,800 IROLO ST,Single-Space,FLAT,$1.50,2HR,"(34.057128, -118.300822)"
HW277,5001 HOLLYWOOD BLVD,Single-Space,FLAT,$1.50,1HR,"(34.10185, -118.299181)"
RS21,2700 ROBERTSON BLVD,Single-Space,FLAT,$1.50,1HR,"(34.037093, -118.388614)"
VS149,4401 SUNSET BLVD,Single-Space,FLAT,$1.50,2HR,"(34.097606, -118.286053)"
PR665,6000 PICO BLVD,Single-Space,FLAT,$1.50,1HR,"(34.05265, -118.373129)"
BH248,300 FICKETT ST,Single-Space,FLAT,$1.50,2HR,"(34.04552, -118.20533)"
CB387,1301 LOS ANGELES ST,Single-Space,TOD,$1.00 - $2.00,2HR,"(34.035641, -118.259537)"
PR480,8600 PICO BLVD,Single-Space,FLAT,$1.50,1HR,"(34.053778, -118.379044)"
CB198,1501 GRAND AVE,Single-Space,TOD,$2.00 - $3.00,4HR,"(34.036235, -118.266167)"
WW575,651 ARDMORE AVE,Single-Space,FLAT,$1.50,30MIN,"(34.061115, -118.302065)"
ED563,701 9TH ST,Single-Space,FLAT,$1.00,4HR,"(34.037137, -118.25002)"
BF670,8200 MELROSE AVE,Single-Space,FLAT,$1.50,2HR,"(34.083599, -118.369482)"
LM530,7400 BEVERLY BLVD,Single-Space,FLAT,$1.50,2HR,"(34.076041, -118.352892)"
SVV486,4700 WILLOW BROOK AVE,Single-Space,JUMP,$1.5/H - $6/6H,6HR,"(34.089371, -118.294646)"
LT167,101 SAN PEDRO ST,Single-Space,FLAT,$5.00,15MIN,"(34.050172, -118.241186)"
WP153,3001 CLUNE AVE,Single-Space,TOD,$0.50 - $1.50,2HR,"(33.981721, -118.462922)"
VN174,14501 HAMLIN ST,Single-Space,FLAT,$1.50,2HR,"(34.188747, -118.450649)"
VM208,8401 VERMONT AVE,Single-Space,FLAT,$1.50,4HR,"(33.9612, -118.291815)"
ER139,2000 COLORADO BLVD,Single-Space,FLAT,$1.50,2HR,"(34.13907, -118.210901)"
VN679,14301 DELANO ST,Single-Space,JUMP,$1.5/H - $6/10H,10HR,"(34.182745, -118.444676)"
LT20,300 3RD ST,Single-Space,TOD,$0.50 - $1.50,2HR,"(34.047493, -118.243036)"
WU102,1201 6TH ST,Single-Space,FLAT,$1.50,1HR,"(34.05517, -118.264548)"
SH310,6600 SANTA MONICA BLVD,Single-Space,FLAT,$1.50,1HR,"(34.090636, -118.334358)"
P208,15401 SUNSET BLVD,Single-Space,FLAT,$1.00,2HR,"(34.048234, -118.527487)"
PR572,5901 PICO BLVD,Single-Space,FLAT,$1.50,1HR,"(34.051917, -118.368235)"
WW2556,201 ARDMORE AVE,Single-Space,FLAT,$1.50,1HR,"(34.076053, -118.301955)"
CT611,701 FIGUEROA ST,Single-Space,JUMP,$1/H - $4/10H,10HR,"(34.063739, -118.24581)"
HO280,6300 SELMA AVE,Single-Space,TOD,$1.00 - $4.00,2HR,"(34.09973, -118.327453)"
PR107,8901 PICO BLVD,Single-Space,FLAT,$1.50,2HR,"(34.055306, -118.385976)"
HO1069,6500 SELMA AVE,Single-Space,TOD,$1.00 - $2.00,2HR,"(34.099704, -118.332893)"
LM655,101 LA BREA AVE,Single-Space,FLAT,$1.50,1HR,"(34.071592, -118.344154)"
MM63A,701 MASSELIN AVE,Single-Space,FLAT,$1.50,2HR,"(34.061426, -118.353074)"
PR592,6001 PICO BLVD,Single-Space,FLAT,$1.50,1HR,"(34.052748, -118.372557)"
CB1006A,101 PICO BLVD,Single-Space,TOD,$1.00 - $2.00,2HR,"(34.035945, -118.259593)"
SP465,600 PALOS VERDES ST,Single-Space,FLAT,$1.50,2HR,"(33.73811, -118.281286)"
HW108,1500 HOBART BLVD,Single-Space,FLAT,$1.50,1HR,"(34.098456, -118.305535)"
CB1007,101 PICO BLVD,Single-Space,TOD,$1.00 - $2.00,2HR,"(34.036016, -118.259725)"
CB207A,1300 GRAND AVE,Single-Space,FLAT,$1.00,4HR,"(34.03763, -118.264994)"
MD152,1601 MARENGO ST,Single-Space,JUMP,$1.5/H - $6/10H,10HR,"(34.059003, -118.212581)"
WW1186A,3701 6TH ST,Single-Space,FLAT,$1.50,1HR,"(34.063646, -118.303703)"
VW1431A,501 HOOVER ST,Single-Space,FLAT,$1.50,2HR,"(34.064122, -118.284399)"
CB254,1300 HILL ST,Single-Space,FLAT,$0.50,4HR,"(34.036234, -118.263193)"
LT328A,400 BOYD ST,Single-Space,FLAT,$1.00,2HR,"(34.046116, -118.242026)"
WF575,450 SAN VICENTE BLVD,Single-Space,FLAT,$1.50,2HR,"(34.068896, -118.374845)"
WS266A,10801 LA GRANGE AVE,Single-Space,FLAT,$1.50,2HR,"(34.046431, -118.434677)"
ED71,501 CENTRAL AVE,Single-Space,FLAT,$1.00,4HR,"(34.03951, -118.240088)"
R376,7401 RESEDA BLVD,Single-Space,FLAT,$1.50,2HR,"(34.205995, -118.536187)"
MV75,3700 CENTINELA AVE,Single-Space,FLAT,$1.50,1HR,"(34.003962, -118.433637)"
CB1846A,200 WINSTON ST,Single-Space,TOD,$2.00 - $5.00,2HR,"(34.045765, -118.246005)"
WA445,1800 8TH ST,Single-Space,FLAT,$1.50,1HR,"(34.05358, -118.275149)"
L106,100 LARCHMONT BLVD,Single-Space,FLAT,$1.50,2HR,"(34.074143, -118.323516)"
LC200,101 SWEETZER AVE,Single-Space,FLAT,$1.50,2HR,"(34.075794, -118.370082)"
CB3858,301 14TH ST,Single-Space,TOD,$1.00 - $2.00,4HR,"(34.036843, -118.264635)"
CB2275,1100 SAN JULIAN ST,Single-Space,FLAT,$1.00,2HR,"(34.035386, -118.25344)"
CB4200,400 15TH ST,Single-Space,FLAT,$0.50,4HR,"(34.032078, -118.25818)"
PM138,10101 VENICE BLVD,Single-Space,FLAT,$1.50,1HR,"(34.021926, -118.401606)"
WB626,101 23RD ST,Single-Space,FLAT,$1.00,4HR,"(34.028246, -118.268304)"
WB650,2301 HILL ST,Single-Space,FLAT,$1.00,4HR,"(34.027891, -118.26958)"
CB2738A,701 SAN PEDRO ST,Single-Space,TOD,$1.00 - $4.00,2HR,"(34.04028, -118.247357)"
CB168,400 PICO BLVD,Single-Space,FLAT,$1.00,4HR,"(34.039253, -118.265285)"
P301,100 ENTRADA DR,Single-Space,FLAT,$1.00,2HR,"(34.028343, -118.517898)"
WS57,1400 WESTWOOD BLVD,Single-Space,FLAT,$1.50,2HR,"(34.054533, -118.440937)"
WW1279,3801 3RD ST,Single-Space,FLAT,$1.50,1HR,"(34.069122, -118.298309)"
LT40,200 SAN PEDRO ST,Single-Space,TOD,$0.50 - $4.00,2HR,"(34.048745, -118.241843)"
R134,18500 SHERMAN WAY,Single-Space,FLAT,$1.50,2HR,"(34.201015, -118.538378)"
PR643,1601 ROBERTSON BLVD,Single-Space,FLAT,$1.50,2HR,"(34.050016, -118.384848)"
WA1576,1200 UNION AVE,Single-Space,FLAT,$1.50,2HR,"(34.044945, -118.276666)"
LH171,2701 PASADENA AVE,Single-Space,FLAT,$1.50,1HR,"(34.078081, -118.215282)"
WW484,650 HOBART BLVD,Single-Space,FLAT,$1.50,2HR,"(34.060826, -118.305248)"
VH96,1801 VERMONT AVE,Single-Space,FLAT,$1.50,2HR,"(34.104098, -118.291878)"
WW1606,3300 8TH ST,Single-Space,FLAT,$1.50,1HR,"(34.057626, -118.300597)"
P35,15301 ANTIOCH ST,Single-Space,FLAT,$1.00,2HR,"(34.04715, -118.526754)"
ER97,5000 EAGLE ROCK BLVD,Single-Space,FLAT,$1.50,2HR,"(34.138558, -118.214056)"
R77,7301 RESEDA BLVD,Single-Space,FLAT,$1.50,2HR,"(34.20341, -118.536181)"
MM114,700 CLOVERDALE AVE,Single-Space,FLAT,$1.50,2HR,"(34.061616, -118.346361)"
WW2750,3400 WILSHIRE BLVD,Single-Space,FLAT,$1.50,1HR,"(34.061651, -118.29951)"
WW1747,650 SERRANO AVE,Single-Space,FLAT,$1.50,1HR,"(34.060725, -118.306519)"
PC141,1300 4TH AVE,Single-Space,FLAT,$1.50,2HR,"(34.046806, -118.321172)"
W197,10001 GLASGOW PL,Single-Space,FLAT,$1.50,2HR,"(33.944687, -118.371183)"
SL216,2501 SUNSET BLVD,Single-Space,FLAT,$1.50,2HR,"(34.079848, -118.269384)"
VW1677,2500 PICO BLVD,Single-Space,FLAT,$1.50,1HR,"(34.047171, -118.293978)"
HP173,101 AVENUE 58,Single-Space,FLAT,$1.50,2HR,"(34.110813, -118.192293)"
CB142B,1400 HOPE ST,Single-Space,TOD,$1.50 - $2.00,4HR,"(34.037381, -118.266907)"
WF315,6300 COLGATE AVE,Single-Space,FLAT,$1.50,1HR,"(34.069041, -118.361735)"
AE591,701 DUCOMMUN ST,Single-Space,JUMP,$1.5/H - $6/10H,10HR,"(34.051878, -118.231796)"
VW183,2901 8TH ST,Single-Space,FLAT,$1.50,1HR,"(34.057796, -118.290296)"
SVV319,4201 MELROSE AVE,Single-Space,JUMP,$1.5/H - $6/6H,6HR,"(34.08367, -118.293105)"
CB1319A,1101 GRAND AVE,Single-Space,TOD,$1.50 - $3.00,4HR,"(34.04095, -118.262668)"
WF242,8000 3RD ST,Single-Space,FLAT,$1.50,2HR,"(34.071998, -118.365532)"
CB1198A,1000 OLIVE ST,Single-Space,TOD,$1.00 - $2.00,4HR,"(34.041248, -118.260395)"
MM475,500 LA BREA AVE,Single-Space,FLAT,$1.50,2HR,"(34.065175, -118.343896)"
WU1173,1100 8TH ST,Single-Space,JUMP,$1.5/H - $6/10H,10HR,"(34.049613, -118.265625)"
CB4483,700 BROADWAY,Single-Space,FLAT,$4.00,2HR,"(34.044195, -118.254195)"
TZ607,18700 BURBANK BLVD,Single-Space,FLAT,$1.50,2HR,"(34.172137, -118.542009)"
TZ488A,18700 VENTURA BLVD,Single-Space,FLAT,$1.50,2HR,"(34.170769, -118.541243)"
CP31,7201 REMMET AVE,Single-Space,FLAT,$1.50,2HR,"(34.201352, -118.600346)"
WA1592,1701 PICO BLVD,Single-Space,FLAT,$1.50,1HR,"(34.04532, -118.278203)"
WA467,2001 8TH ST,Single-Space,FLAT,$1.50,1HR,"(34.05472, -118.277257)"
WW2443,601 VAN NESS AVE,Single-Space,FLAT,$1.50,2HR,"(34.062056, -118.315373)"
CB1584,1101 MAPLE AVE,Single-Space,TOD,$1.00 - $7.00,2HR,"(34.036695, -118.255579)"
VW1762,1301 MAGNOLIA AVE,Single-Space,FLAT,$1.50,2HR,"(34.047059, -118.286461)"
C968,3650 VERMONT AVE,Single-Space,FLAT,$1.50,4HR,"(34.02171, -118.291404)"
PC222,1200 VICTORIA AVE,Single-Space,FLAT,$1.50,2HR,"(34.048318, -118.327794)"
SH247,1000 HIGHLAND AVE,Single-Space,FLAT,$1.50,1HR,"(34.089597, -118.338477)"
CB333,1301 MAIN ST,Single-Space,TOD,$0.50 - $3.00,2HR,"(34.036076, -118.26072)"
WB717,1700 FIGUEROA ST,Single-Space,FLAT,$1.00,4HR,"(34.036081, -118.270821)"
SP657,500 MESA ST,Single-Space,FLAT,$1.50,2HR,"(33.73943, -118.285631)"
WW2428,600 VAN NESS AVE,Single-Space,FLAT,$1.50,2HR,"(34.062038, -118.315225)"
BF544,801 FAIRFAX AVE,Single-Space,FLAT,$1.50,2HR,"(34.0862, -118.361601)"
MD428,1501 EASTLAKE AVE,Single-Space,FLAT,$1.50,4HR,"(34.063045, -118.205579)"
MM260,601 RIDGELEY DR,Single-Space,FLAT,$1.50,2HR,"(34.062971, -118.350458)"
LC88,801 LA CIENEGA BLVD,Single-Space,FLAT,$1.50,2HR,"(34.086801, -118.376562)"
WH151,21201 VENTURA BLVD,Single-Space,FLAT,$1.50,2HR,"(34.167447, -118.594746)"
CB4392,700 SPRING ST,Single-Space,TOD,$1.00 - $5.00,2HR,"(34.043235, -118.253385)"
CB4251,501 OLYMPIC BLVD,Single-Space,TOD,$1.00 - $1.50,4HR,"(34.043644, -118.261409)"
PR589,6001 PICO BLVD,Single-Space,FLAT,$1.50,1HR,"(34.052538, -118.371462)"
WS49,1500 WESTWOOD BLVD,Single-Space,FLAT,$1.50,2HR,"(34.05367, -118.44019)"
WA913,701 CARONDELET ST,Single-Space,FLAT,$1.50,2HR,"(34.058095, -118.281304)"
WB104,2200 HILL ST,Single-Space,TOD,$1.00 - $2.50,4HR,"(34.028758, -118.268761)"
52169,1141 JEFFERSON BLVD,Multi-Space,FLAT,$1.50,4HR,"(34.025597, -118.289954)"
C553,3001 FIGUEROA ST,Single-Space,FLAT,$1.50,1HR,"(34.024274, -118.278639)"
BF516,7701 BEVERLY BLVD,Single-Space,FLAT,$1.50,1HR,"(34.076218, -118.358976)"
CB1395,800 HOPE ST,Single-Space,TOD,$1.00 - $1.50,4HR,"(34.04539, -118.260001)"
CB1642,1100 LOS ANGELES ST,Single-Space,FLAT,$1.00,2HR,"(34.038173, -118.257231)"
VN255,14501 VICTORY BLVD,Single-Space,FLAT,$1.50,2HR,"(34.18677, -118.450636)"
SV284,1401 IVAR AVE,Single-Space,TOD,$1.00 - $3.00,2HR,"(34.097769, -118.328893)"
CP130,21800 SHERMAN WAY,Single-Space,FLAT,$1.50,2HR,"(34.200916, -118.603078)"
VN33,14500 VANOWEN ST,Single-Space,FLAT,$1.50,2HR,"(34.193852, -118.450056)"
SS518,1400 SALTAIR AVE,Single-Space,FLAT,$1.50,2HR,"(34.041399, -118.462579)"
WU1106,651 LUCAS AVE,Single-Space,FLAT,$1.50,2HR,"(34.051806, -118.265704)"
WP182A,500 WASHINGTON BLVD,Single-Space,FLAT,$1.00,2HR,"(33.983143, -118.459981)"
WSV100,12001 WILSHIRE BLVD,Single-Space,FLAT,$1.50,2HR,"(34.045187, -118.466338)"
CC623,401 HILL ST,Single-Space,FLAT,$1.00,4HR,"(34.057628, -118.242684)"
WV268A,1001 WESTWOOD BLVD,Single-Space,TOD,$1.00 - $1.50,2HR,"(34.061955, -118.445515)"
CB3932,400 WALL ST,Single-Space,TOD,$1.00 - $3.00,4HR,"(34.045185, -118.245438)"
SA50A,1200 ALVARADO ST,Single-Space,FLAT,$1.50,1HR,"(34.078242, -118.262964)"
ED258,1200 STANFORD AVE,Single-Space,JUMP,$1.5/H - $6/10H,10HR,"(34.031651, -118.250102)"
SL11,2600 GRIFFITH PARK BLVD,Single-Space,FLAT,$1.50,2HR,"(34.106428, -118.27194)"
SW493,5300 LEMON GROVE AVE,Single-Space,FLAT,$1.50,1HR,"(34.086627, -118.309563)"
WW2034,3901 WILSHIRE BLVD,Single-Space,FLAT,$1.50,1HR,"(34.061801, -118.312557)"
TZ189,18800 PHILIPRIMM ST,Single-Space,FLAT,$1.50,2HR,"(34.172982, -118.544099)"
56640,10604 SANTA MONICA BLVD,Multi-Space,FLAT,$1.50,2HR,"(34.053344, -118.429774)"
CB111,700 FIGUEROA ST,Single-Space,FLAT,$4.00,4HR,"(34.048732, -118.260364)"
CB3053,200 4TH ST,Single-Space,TOD,$5.00 - $7.00,2HR,"(34.046738, -118.245396)"
LT313,301 SAN PEDRO ST,Single-Space,TOD,$1.00 - $3.00,2HR,"(34.046483, -118.242875)"
HP178,100 AVENUE 58,Single-Space,FLAT,$1.50,2HR,"(34.110355, -118.192119)"
SVV510,4600 WILLOW BROOK AVE,Single-Space,JUMP,$1.5/H - $6/6H,6HR,"(34.089383, -118.292779)"
SVV238,1101 VERMONT AVE,Single-Space,FLAT,$1.50,1HR,"(34.091675, -118.291863)"
SL646,1301 GLENDALE BLVD,Single-Space,FLAT,$1.50,2HR,"(34.079035, -118.260403)"
SP122,801 PACIFIC AVE,Single-Space,FLAT,$1.50,2HR,"(33.736515, -118.288017)"
CT4,701 NORTH MAIN ST,Single-Space,TOD,$2.00 - $4.00,30MIN,"(34.058559, -118.237699)"
ED170A,1101 12TH ST,Single-Space,JUMP,$1/H - $4/10H,10HR,"(34.031128, -118.247384)"
CP26,7200 REMMET AVE,Single-Space,FLAT,$1.50,2HR,"(34.201364, -118.600217)"
WW1368,601 WESTERN AVE,Single-Space,FLAT,$1.50,1HR,"(34.082585, -118.309247)"
LH168,2600 PASADENA AVE,Single-Space,FLAT,$1.50,1HR,"(34.077648, -118.215226)"
LM595,7100 BEVERLY BLVD,Single-Space,FLAT,$1.50,1HR,"(34.076061, -118.345828)"
LT367,301 SAN PEDRO ST,Single-Space,TOD,$1.00 - $3.00,2HR,"(34.046989, -118.242739)"
LM429,401 LA BREA AVE,Single-Space,FLAT,$1.50,2HR,"(34.079972, -118.344168)"
WA333,901 ALVARADO ST,Single-Space,FLAT,$1.50,1HR,"(34.053234, -118.278995)"
BH358,2501 1ST ST,Single-Space,FLAT,$1.50,2HR,"(34.043087, -118.208158)"
SL515,2401 SILVER LAKE BLVD,Single-Space,JUMP,$1.5/H - $6/10H,10HR,"(34.100905, -118.258967)"
WU1261,1400 SHATTO ST,Single-Space,JUMP,$1.5/H - $6/10H,10HR,"(34.055109, -118.267431)"
CT551,700 NEW HIGH ST,Single-Space,FLAT,$1.00,4HR,"(34.060728, -118.238229)"
WA416,800 ALVARADO ST,Single-Space,FLAT,$1.50,1HR,"(34.054014, -118.278265)"
R116,18501 SHERMAN WAY,Single-Space,FLAT,$1.50,2HR,"(34.20123, -118.538143)"
SS241B,1400 ARMACOST AVE,Single-Space,FLAT,$1.50,2HR,"(34.042237, -118.460417)"
C1102,601 27TH ST,Single-Space,FLAT,$1.50,2HR,"(34.027352, -118.277091)"
LM470,7101 BEVERLY BLVD,Single-Space,FLAT,$1.50,1HR,"(34.076263, -118.345377)"
PB390,1401 ORANGE DR,Single-Space,FLAT,$1.50,2HR,"(34.04742, -118.347223)"
VN1107,14400 KITTRIDGE ST,Single-Space,FLAT,$1.50,2HR,"(34.190625, -118.446891)"
LH50,2700 NORTH BROADWAY,Single-Space,FLAT,$1.50,1HR,"(34.073566, -118.214003)"
VN278,6351 VAN NUYS BLVD,Single-Space,FLAT,$1.50,2HR,"(34.186038, -118.448866)"
SS265,1501 BROCKTON AVE,Single-Space,FLAT,$1.50,2HR,"(34.041159, -118.461109)"
VW584,600 WESTMORELAND AVE,Single-Space,FLAT,$1.50,1HR,"(34.062555, -118.288342)"
ED256,1200 STANFORD AVE,Single-Space,JUMP,$1.5/H - $6/10H,10HR,"(34.03154, -118.250182)"
SL347,4000 FOUNTAIN AVE,Single-Space,FLAT,$1.50,2HR,"(34.095702, -118.279267)"
82807,2 WASHINGTON BLVD,Multi-Space,TOD,$0.50 - $1.00,2HR,"(33.979084, -118.466631)"
SP339,301 7TH ST,Single-Space,FLAT,$1.50,2HR,"(33.737779, -118.285195)"
BW62,11600 CHAYOTE ST,Single-Space,FLAT,$2.50,1HR,"(34.065346, -118.469654)"
WA31,1900 7TH ST,Single-Space,FLAT,$1.50,1HR,"(34.05551, -118.274931)"
MM685,5501 WILSHIRE BLVD,Single-Space,FLAT,$1.50,2HR,"(34.062465, -118.350176)"
BF543A,801 FAIRFAX AVE,Single-Space,FLAT,$1.50,2HR,"(34.086273, -118.3616)"
LT316,300 SAN PEDRO ST,Single-Space,TOD,$1.00 - $4.00,2HR,"(34.046767, -118.242551)"
AE382,700 TEMPLE ST,Single-Space,FLAT,$1.50,2HR,"(34.050065, -118.232796)"
VN876,14400 SYLVAN ST,Single-Space,FLAT,$1.50,2HR,"(34.184579, -118.446962)"
CB852,201 PICO BLVD,Single-Space,FLAT,$1.00,2HR,"(34.035291, -118.25841)"
CB4101B,101 17TH ST,Single-Space,FLAT,$1.00,4HR,"(34.03392, -118.264876)"
ED575B,901 CROCKER ST,Single-Space,FLAT,$1.00,4HR,"(34.035835, -118.249708)"
VW682,2951 WILSHIRE BLVD,Single-Space,FLAT,$1.50,30MIN,"(34.061928, -118.28611)"
WB677A,1901 LOS ANGELES ST,Single-Space,FLAT,$1.50,4HR,"(34.029616, -118.264264)"
CB426,1400 LOS ANGELES ST,Single-Space,TOD,$1.00 - $1.50,2HR,"(34.034325, -118.260364)"
CB132,1401 HOPE ST,Single-Space,FLAT,$3.00,4HR,"(34.037501, -118.267052)"
CP247,22001 SHERMAN WAY,Single-Space,FLAT,$1.50,2HR,"(34.201129, -118.607535)"
CB4192,401 15TH ST,Single-Space,FLAT,$1.00,4HR,"(34.032437, -118.258583)"
HO539,1700 IVAR AVE,Single-Space,TOD,$1.50 - $5.00,2HR,"(34.102818, -118.328091)"
WV609,900 TIVERTON AVE,Single-Space,TOD,$1.00 - $3.00,2HR,"(34.062627, -118.442631)"
TZ78,18401 BURBANK BLVD,Single-Space,FLAT,$1.50,2HR,"(34.172102, -118.534172)"
WW2143,3600 WILSHIRE BLVD,Single-Space,FLAT,$1.50,1HR,"(34.061617, -118.304857)"
CT429,501 ORD ST,Single-Space,FLAT,$1.00,2HR,"(34.061061, -118.241228)"
WU770,1600 JAMES M. WOOD BLVD,Single-Space,FLAT,$1.50,2HR,"(34.051136, -118.274003)"
SG174,1501 CURSON AVE,Single-Space,FLAT,$1.50,2HR,"(34.098744, -118.355082)"
ED350,901 PICO BLVD,Single-Space,FLAT,$1.00,2HR,"(34.031176, -118.250151)"
VW1603,1201 BERENDO ST,Single-Space,FLAT,$1.50,2HR,"(34.04745, -118.293771)"
BF399,8001 BEVERLY BLVD,Single-Space,FLAT,$1.50,2HR,"(34.076196, -118.363926)"
WW540,651 KINGSLEY DR,Single-Space,FLAT,$1.50,2HR,"(34.060494, -118.303156)"
WV570,10800 LE CONTE AVE,Single-Space,TOD,$1.00 - $3.00,2HR,"(34.063745, -118.442088)"
VW540,600 VIRGIL AVE,Single-Space,FLAT,$1.50,2HR,"(34.062109, -118.286932)"
WA918,700 CARONDELET ST,Single-Space,FLAT,$1.50,2HR,"(34.058174, -118.281091)"
MD927,1101 CHICAGO ST,Single-Space,FLAT,$1.50,4HR,"(34.057041, -118.205524)"
VN509,14500 ERWIN ST,Single-Space,FLAT,$1.50,2HR,"(34.183589, -118.449838)"
C976,3600 VERMONT AVE,Single-Space,FLAT,$1.50,4HR,"(34.022902, -118.291402)"
PB356,1401 MEADOWBROOK AVE,Single-Space,FLAT,$1.50,2HR,"(34.047833, -118.350566)"
LM472,7101 BEVERLY BLVD,Single-Space,FLAT,$1.50,1HR,"(34.076263, -118.345689)"
PR603,1201 SHERBOURNE DR,Single-Space,FLAT,$1.50,1HR,"(34.054238, -118.379581)"
